0.3147001299	0.0288314550	0.4244514493	0.4244514493	0.3264484543	0.3264484543	-0.0000000000	0.4484681939	0.4244514492	0.4244514493	0.4244514493	0.4484681939	0.4484681939	0.4244514493	0.4244514493	0.4484681939	0.5809797847	0.5738877053	0.4484681939	0.5911169154	1.0000000000	0.4484681939	1.0000000000	0.5911169154	0.5738877053	0.5738877053	1.00000000000000000000
0.0000000000	0.0000000000	0.0000000000	0.1015454669	-0.0000000000	0.4484681939	0.4244514492	0.4484681939	0.5714722860	0.3264484542	0.4484681939	0.4484681939	0.4244514493	0.4244514493	0.4484681939	0.4244514493	0.4244514493	0.4484681939	0.8644153269	0.5738877053	1.0000000000	0.4244514493	1.0000000000	0.5738877053	0.4484681939	1.0000000000	1.00000000000000000000
0.4244514492	0.3147001299	0.4244514493	0.4244514493	0.4244514493	0.4484681939	0.5714722860	0.5738877053	0.3147001299	0.4244514493	0.4244514493	0.4244514492	-0.0000000000	0.4244514493	0.5911169154	0.4244514493	0.4484681939	0.5738877053	0.4484681939	1.0000000000	1.0000000000	0.5911169154	0.4244514493	1.0000000000	1.0000000000	1.0000000000	1.00000000000000000000
0.0000000000	0.4244514492	0.4244514493	0.4484681939	0.5738877053	0.4244514493	0.4484681938	0.1015454669	0.5738877053	0.4244514493	0.4484681939	0.4244514493	0.4244514493	0.4244514493	0.4244514493	0.5911169154	0.5911169154	0.4244514493	1.0000000000	0.5738877053	1.0000000000	0.4244514493	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.00000000000000000000
-0.0000000000	0.4244514492	0.3147001299	0.3147001299	0.4244514493	0.4484681939	0.4244514493	0.4244514493	0.4244514493	0.4484681939	0.5911169154	0.4244514493	0.4244514493	0.4244514493	1.0000000000	0.4484681939	0.4244514493	0.4484681939	0.5738877053	0.5738877053	0.4244514493	0.5911169154	0.4244514493	1.0000000000	1.0000000000	1.0000000000	1.00000000000000000000
0.0000000000	0.4244514493	0.3147001299	0.4484681939	0.1031768093	0.4244514493	0.4244514493	0.4244514493	0.4484681939	0.5911169154	0.4484681939	0.4244514493	0.4244514493	0.4484681938	0.5911169154	0.5738877053	1.0000000000	0.5911169154	0.4484681939	0.5738877053	0.5738877053	0.5911169154	0.5738877053	1.0000000000	0.5738877053	1.0000000000	1.00000000000000000000
0.5714722860	0.0000000000	0.4484681939	0.0000000000	0.4244514493	0.4244514493	0.4244514493	0.0000000000	0.3264484543	0.5738877053	0.4244514493	0.4244514493	0.4484681939	1.0000000000	0.4244514494	0.4244514493	0.5738877053	0.4244514493	0.4484681939	1.0000000000	0.4244514493	0.4484681939	0.5911169154	0.4484681939	0.5911169154	1.0000000000	1.00000000000000000000
0.1015454669	0.3147001299	0.4244514493	0.4244514493	0.4244514493	0.3147001299	0.5911169154	0.4244514493	0.5738877053	0.4244514493	0.5738877053	0.4244514493	0.5738877053	0.5809797847	0.4484681939	0.5738877053	0.5911169154	1.0000000000	0.5738877053	0.5738877053	0.5911169154	0.5911169154	1.0000000000	0.5738877053	1.0000000000	1.0000000000	1.00000000000000000000
-0.0000000000	0.0000000000	0.4244514493	0.1015454669	0.4244514493	0.3264484543	0.4244514492	0.5809797847	0.0000000000	0.4244514493	0.4484681939	0.4244514493	0.4484681939	0.3264484542	0.5911169154	0.4484681938	0.4484681939	0.4484681939	0.5911169154	0.4484681939	0.5911169154	1.0000000000	1.0000000000	0.4244514493	0.5738877053	1.0000000000	1.00000000000000000000
0.0000000000	0.4244514492	0.4244514493	0.4244514493	0.4244514493	0.0288314550	0.5738877053	0.5714722860	0.4484681939	0.4244514493	0.4244514493	0.4484681939	0.5738877053	0.5738877053	0.4484681939	0.4244514493	0.4484681939	0.4244514493	0.5738877053	0.4244514492	1.0000000000	0.5738877053	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.00000000000000000000
